0 GodClass_64 1:0.0 2:0.33333333333333337 3:0.0 4:0.5 5:0.0023168259484506225 6:0.04070556309362279 7:0.05 8:0.0 9:0.025806451612903226 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.043243243243243246 15:1.0 16:0.333333333 17:0.0 18:0.0 19:0.023076923076923078 20:0.0 21:0.010638297872340425 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_64 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.0 15:1.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_64 1:0.0 2:0.33333333333333337 3:0.012987012987012988 4:1.0 5:0.0018824210831161307 6:0.04341926729986431 7:0.0 8:0.0 9:0.0064516129032258064 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.04594594594594595 15:1.0 16:0.5 17:0.0 18:0.0 19:0.007692307692307693 20:0.0 21:0.010638297872340425 22:0.01282051282051282 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_64 1:0.28915662650602414 2:0.0 3:0.012987012987012988 4:0.481481481 5:0.0348971908485375 6:0.0 7:0.0 8:0.0 9:0.01935483870967742 10:0.02631578947368421 11:0.027525461051472612 12:0.0 13:0.005263157894736842 14:0.010810810810810811 15:1.0 16:1.0 17:0.0 18:0.0 19:0.023076923076923078 20:0.0 21:0.05319148936170213 22:0.10256410256410256 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
1 GodClass_64 1:0.024096385542168676 2:0.33333333333333337 3:0.19480519480519481 4:0.96 5:0.04648132059079062 6:0.06784260515603799 7:0.05 8:0.0 9:0.03225806451612903 10:0.0 11:0.004404073768235618 12:0.0437206421308006 13:0.03684210526315789 14:0.12342342342342343 15:0.222222222 16:0.875 17:0.0 18:0.007246376811594203 19:0.03076923076923077 20:0.0 21:0.05851063829787234 22:0.0 23:0.0 24:0.0425531914893617 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
3 GodClass_64 1:0.0030120481927710845 2:0.0 3:0.0 4:0.924242424 5:0.007819287576020852 6:0.0 7:0.0 8:0.12359550561797752 9:0.03870967741935484 10:0.0 11:0.06798788879713735 12:0.052960305579930825 13:0.021052631578947368 14:0.010810810810810811 15:0.090909091 16:0.0 17:0.0 18:0.0 19:0.046153846153846156 20:0.0 21:0.06382978723404255 22:0.0 23:0.07894736842105263 24:0.0 25:0.0 26:1.0 27:0.0 28:1.0 29:0.0 30:0.0 31:0.0
0 GodClass_64 1:0.0030120481927710845 2:0.33333333333333337 3:0.025974025974025976 4:1.0 5:0.004199247031566753 6:0.008141112618724558 7:0.0 8:0.0 9:0.0064516129032258064 10:0.0 11:0.039361409303605835 12:0.09668094771073144 13:0.05263157894736842 14:0.00990990990990991 15:0.0 16:1.0 17:0.0 18:0.007246376811594203 19:0.0 20:0.0 21:0.010638297872340425 22:0.01282051282051282 23:0.013157894736842105 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_64 1:0.0030120481927710845 2:0.6666666666666666 3:0.05194805194805195 4:1.0 5:0.03258036490008688 6:0.9470827679782903 7:0.0 8:0.056179775280898875 9:0.10967741935483871 10:0.0 11:0.0484448114505918 12:0.09668094771073144 13:0.05263157894736842 14:0.013513513513513514 15:0.111111111 16:0.5 17:0.0 18:0.007246376811594203 19:0.12307692307692308 20:0.0 21:0.05319148936170213 22:0.0 23:0.013157894736842105 24:0.1702127659574468 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_64 1:0.06325301204819278 2:0.16666666666666666 3:0.37662337662337664 4:0.926868045 5:0.10758760498117578 6:0.0 7:0.0 8:0.14606741573033707 9:0.10967741935483871 10:0.0 11:0.03991191852463529 12:0.14164042739895732 13:0.028947368421052635 14:0.11711711711711711 15:0.327635328 16:0.0 17:0.0 18:0.0 19:0.13076923076923078 20:0.0 21:0.20212765957446807 22:0.1282051282051282 23:0.22368421052631576 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
3 GodClass_64 1:0.0 2:0.0 3:0.0 4:0.875 5:0.010570518389805966 6:0.0 7:0.0 8:0.0898876404494382 9:0.025806451612903226 10:0.0 11:0.025873933388384257 12:0.08434419036803799 13:0.05263157894736842 14:0.008108108108108109 15:0.142857143 16:0.111111111 17:1.0 18:0.0 19:0.03076923076923077 20:0.0 21:0.047872340425531915 22:0.0 23:0.0 24:0.0425531914893617 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
3 GodClass_64 1:0.12951807228915663 2:0.0 3:0.8961038961038962 4:0.98964497 5:0.5611062843903851 6:0.0 7:0.0 8:0.4382022471910112 9:0.25161290322580643 10:0.18421052631578946 11:0.12909441233140656 12:0.1382336241160378 13:0.11052631578947368 14:0.32972972972972975 15:0.240110079 16:0.0 17:0.0 18:0.043478260869565216 19:0.24615384615384617 20:0.0 21:0.8351063829787234 22:0.05128205128205128 23:0.2894736842105263 24:0.18085106382978722 25:1.0 26:0.0 27:0.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_64 1:0.0 2:0.0 3:0.012987012987012988 4:0.0 5:0.006081668114682884 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0033030553261767133 12:0.20234346771279618 13:0.2789473684210526 14:0.007207207207207207 15:0.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.03723404255319149 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_64 1:0.0 2:0.0 3:0.0 4:0.8 5:0.004199247031566753 6:0.0 7:0.0 8:0.06741573033707865 9:0.01935483870967742 10:0.21052631578947367 11:0.4299477016240022 12:0.22226810509471948 13:0.06842105263157894 14:0.005405405405405406 15:0.2 16:0.0 17:0.0 18:0.0 19:0.023076923076923078 20:1.0 21:0.03723404255319149 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:1.0 29:0.0 30:0.0 31:0.0
2 GodClass_64 1:0.0 2:0.0 3:0.0 4:1.0 5:0.008832898928468 6:0.0 7:0.0 8:0.0449438202247191 9:0.025806451612903226 10:0.0 11:0.011010184420589045 12:0.2095700201311103 13:0.08684210526315789 14:0.0045045045045045045 15:0.0 16:0.2 17:1.0 18:0.0 19:0.03076923076923077 20:0.0 21:0.026595744680851064 22:0.0 23:0.05263157894736842 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:1.0 30:0.0 31:0.0
