0 LongMethod_46 1:0.10344827586206896 2:0.0 3:0.0 4:0.0017652250661959403 5:0.0 6:0.03333333333333333 7:0.0 8:1.0 9:0.0 10:0.0 11:0.011627906976744186 12:0.5 13:0.014492753623188406 14:0.0 15:0.0 16:0.02304147465437788 17:0.0 18:0.0 19:0.058823529411764705 20:0.02698980996970532 21:0.0 22:0.005263157894736842 23:0.01593625498007968 24:1.0 25:0.001119402985074627 26:1.0 27:0.0 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:0.0 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.0 2:0.012048192771084338 3:0.20000000000000004 4:0.00970873786407767 5:0.0 6:0.03333333333333333 7:0.0 8:0.5 9:1.0 10:0.08974358973076924 11:0.023255813953488372 12:0.6666666666666666 13:0.028985507246376812 14:0.0 15:0.0 16:0.11059907834101382 17:0.0 18:0.0 19:0.0 20:0.00716056182869733 21:0.013265885510762403 22:0.005263157894736842 23:0.0099601593625498 24:1.0 25:0.0033582089552238806 26:1.0 27:0.0 28:0.0 29:0.0 30:0.02702702702702703 31:0.0 32:0.0 33:0.0 34:0.015625 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
2 LongMethod_46 1:0.10344827586206896 2:0.0 3:0.6000000000000001 4:0.0970873786407767 5:1.0 6:0.06666666666666667 7:0.2222222222222222 8:0.333333333 9:1.0 10:0.2582417582307692 11:0.011627906976744186 12:0.0 13:0.028985507246376812 14:0.9 15:0.0 16:0.0 17:0.0 18:0.0 19:0.29411764705882354 20:0.07573671164968329 21:0.013265885510762403 22:0.005263157894736842 23:0.03187250996015936 24:0.3 25:0.019776119402985074 26:0.0 27:0.046153846153846156 28:0.0 29:0.0 30:0.1891891891891892 31:0.0 32:0.05319148936170213 33:0.0 34:0.109375 35:0.0 36:0.0 37:1.0 38:1.0 39:0.0 40:0.0 41:0.0
0 LongMethod_46 1:0.034482758620689655 2:0.0 3:0.1 4:0.00970873786407767 5:1.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.057692307692307696 11:0.11627906976744186 12:0.16666666666666666 13:0.057971014492753624 14:0.6 15:0.0 16:0.021505376344086023 17:0.0 18:0.0 19:0.0 20:0.008812999173781328 21:0.019821400918804525 22:0.028947368421052635 23:0.06573705179282868 24:0.5 25:0.0033582089552238806 26:1.0 27:0.015384615384615385 28:0.0425531914893617 29:0.0 30:0.0 31:0.0 32:0.05319148936170213 33:0.031746031746031744 34:0.0 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
2 LongMethod_46 1:0.10344827586206896 2:0.0 3:0.5000000000000001 4:0.11738746690203002 5:0.636363636 6:0.03333333333333333 7:0.7222222222222222 8:1.0 9:0.0 10:0.11050061050000001 11:0.03488372093023256 12:0.16666666666666666 13:0.07246376811594203 14:0.95371669 15:0.0 16:0.0 17:0.18 18:0.6000000000000001 19:0.0 20:0.027265216193885985 21:0.019821400918804525 22:0.028947368421052635 23:0.15139442231075698 24:0.383503401 25:0.09067164179104477 26:0.0 27:0.13846153846153847 28:0.14893617021276595 29:0.0 30:0.02702702702702703 31:0.0 32:0.0425531914893617 33:0.30158730158730157 34:0.015625 35:1.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.06896551724137931 2:0.07228915662650603 3:0.4 4:0.01941747572815534 5:0.142857143 6:0.03333333333333333 7:0.0 8:0.166666667 9:0.0 10:0.040598290615384613 11:0.03488372093023256 12:0.0 13:0.028985507246376812 14:0.803921569 15:0.0 16:0.0 17:0.12 18:0.0 19:0.9411764705882353 20:0.12696226934728727 21:0.02291849481236773 22:0.0026315789473684214 23:0.07768924302788845 24:0.428571429 25:0.013432835820895522 26:0.666666667 27:0.0 28:0.06382978723404255 29:0.0 30:0.0 31:0.0 32:0.06382978723404255 33:0.0 34:0.0 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.1724137931034483 2:0.18072289156626506 3:0.1 4:0.01412180052956752 5:0.0 6:0.03333333333333333 7:0.0 8:0.2 9:0.0 10:0.038461538461538464 11:0.05813953488372093 12:0.0 13:0.014492753623188406 14:0.0 15:0.0 16:0.0 17:0.0 18:0.2 19:0.0 20:0.10548058386119527 21:0.024157332369793016 22:0.005263157894736842 23:0.0099601593625498 24:1.0 25:0.00037313432835820896 26:1.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:0.0 33:0.0 34:0.0 35:0.0 36:0.0 37:1.0 38:1.0 39:0.0 40:0.0 41:0.0
0 LongMethod_46 1:0.034482758620689655 2:0.0 3:0.0 4:0.0044130626654898504 5:1.0 6:0.0 7:0.0 8:0.0 9:1.0 10:0.1124260355 11:0.046511627906976744 12:0.16666666666666666 13:0.043478260869565216 14:0.683333333 15:0.0 16:0.004608294930875576 17:0.0 18:0.0 19:0.0 20:0.009914624070503994 21:0.05332163320084654 22:0.03684210526315789 23:0.035856573705179286 24:0.755555556 25:0.018656716417910446 26:1.0 27:0.0 28:0.0425531914893617 29:0.0 30:0.05405405405405406 31:0.0 32:0.05319148936170213 33:0.0 34:0.03125 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.10344827586206896 2:0.0 3:0.0 4:0.00529567519858782 5:0.0 6:0.1 7:0.05555555555555555 8:1.0 9:1.0 10:0.09615384615384617 11:0.10465116279069767 12:0.0 13:0.2028985507246377 14:0.866666667 15:0.0 16:0.0 17:0.0 18:0.0 19:0.058823529411764705 20:0.00633434315615533 21:0.052960305579930825 22:0.021052631578947368 23:0.08167330677290836 24:0.622222222 25:0.020522388059701493 26:1.0 27:0.015384615384615385 28:0.0 29:0.0 30:0.40540540540540543 31:0.0 32:0.010638297872340425 33:0.0 34:0.234375 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:1.0
2 LongMethod_46 1:0.034482758620689655 2:0.04819277108433735 3:0.6000000000000001 4:0.14386584289496912 5:0.666666667 6:0.43333333333333335 7:0.3333333333333333 8:0.684210526 9:0.0 10:0.13275434242307693 11:0.313953488372093 12:0.0 13:0.3333333333333333 14:0.811111111 15:0.0 16:0.0 17:0.0 18:0.2 19:0.0 20:0.0674745249242633 21:0.052960305579930825 22:0.021052631578947368 23:0.16135458167330677 24:0.405797101 25:0.05111940298507463 26:1.0 27:0.1076923076923077 28:0.02127659574468085 29:0.0 30:0.0 31:0.043478260869565216 32:0.0851063829787234 33:0.0 34:0.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.13793103448275862 2:0.07228915662650603 3:0.0 4:0.01059135039717564 5:0.454545455 6:0.03333333333333333 7:0.05555555555555555 8:1.0 9:0.0 10:0.366515836923077 11:0.11627906976744186 12:0.0 13:0.10144927536231885 14:0.825892857 15:0.0 16:0.0 17:0.04 18:0.0 19:0.0 20:0.009639217846323328 21:0.05982553037732927 22:0.026315789473684213 23:0.09561752988047809 24:0.722222222 25:0.06641791044776119 26:0.75 27:0.046153846153846156 28:0.20212765957446807 29:0.0 30:0.02702702702702703 31:0.3913043478260869 32:0.10638297872340426 33:0.0 34:0.015625 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
2 LongMethod_46 1:0.034482758620689655 2:0.20481927710843376 3:0.4 4:0.11915269196822595 5:0.227272727 6:0.06666666666666667 7:0.16666666666666666 8:0.153846154 9:0.0 10:0.366515836923077 11:0.11627906976744186 12:0.0 13:0.10144927536231885 14:0.825892857 15:0.0 16:0.0 17:0.04 18:0.0 19:0.0 20:0.009639217846323328 21:0.05982553037732927 22:0.026315789473684213 23:0.09561752988047809 24:0.722222222 25:0.06641791044776119 26:0.75 27:0.046153846153846156 28:0.20212765957446807 29:0.0 30:0.02702702702702703 31:0.3913043478260869 32:0.10638297872340426 33:0.0 34:0.015625 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.06896551724137931 2:0.0 3:0.0 4:0.0017652250661959403 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.03488372093023256 12:0.0 13:0.014492753623188406 14:0.0 15:0.0 16:0.0 17:0.0 18:0.2 19:0.0 20:0.002754062241806665 21:0.06204511433438291 22:0.049999999999999996 23:0.00398406374501992 24:0.0 25:0.00037313432835820896 26:1.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:0.0 33:0.0 34:0.0 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.13793103448275862 2:0.08433734939759037 3:0.0 4:0.016769638128861432 5:0.0 6:0.03333333333333333 7:0.0 8:1.0 9:0.0 10:0.038461538461538464 11:0.06976744186046512 12:0.0 13:0.08695652173913043 14:1.0 15:0.0 16:0.0 17:0.0 18:0.2 19:0.0 20:0.08014321123657395 21:0.06349042481804573 22:0.04473684210526315 23:0.0398406374501992 24:0.0 25:0.009328358208955223 26:1.0 27:0.0 28:0.0851063829787234 29:0.0 30:0.0 31:0.0 32:0.0851063829787234 33:0.0 34:0.0 35:0.0 36:0.0 37:1.0 38:1.0 39:0.0 40:0.0 41:0.0
0 LongMethod_46 1:0.06896551724137931 2:0.12048192771084337 3:0.1 4:0.044130626654898496 5:0.166666667 6:0.13333333333333333 7:0.0 8:0.571428571 9:0.0 10:0.04807692307692307 11:0.09302325581395349 12:0.16666666666666666 13:0.057971014492753624 14:1.0 15:0.0 16:0.004608294930875576 17:0.0 18:0.0 19:0.0 20:0.02836684109060865 21:0.08052444123264337 22:0.06315789473684211 23:0.029880478087649404 24:0.333333333 25:0.0029850746268656717 26:0.0 27:0.03076923076923077 28:0.0 29:0.0 30:0.0 31:0.0 32:0.02127659574468085 33:0.0 34:0.0 35:0.0 36:1.0 37:0.0 38:1.0 39:0.0 40:0.0 41:0.0
2 LongMethod_46 1:0.13793103448275862 2:0.14457831325301207 3:0.5000000000000001 4:0.13945278022947927 5:0.523809524 6:0.5 7:0.0 8:0.416666667 9:0.0 10:0.2596153846153846 11:0.29069767441860467 12:0.16666666666666666 13:0.2753623188405797 14:0.733333333 15:0.0 16:0.0 17:0.0 18:0.2 19:0.5882352941176471 20:0.03717984026438998 21:0.08052444123264337 22:0.06315789473684211 23:0.0856573705179283 24:0.5 25:0.011194029850746268 26:0.0 27:0.015384615384615385 28:0.10638297872340426 29:0.0 30:0.02702702702702703 31:0.0 32:0.010638297872340425 33:0.015873015873015872 34:0.015625 35:1.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:1.0
0 LongMethod_46 1:0.034482758620689655 2:0.060240963855421686 3:0.20000000000000004 4:0.02206531332744925 5:0.166666667 6:0.03333333333333333 7:0.16666666666666666 8:0.2 9:0.0 10:0.21133814103846157 11:0.5697674418604651 12:0.0 13:0.6231884057971014 14:0.742873764 15:0.0 16:0.0 17:0.02 18:0.4 19:0.11764705882352941 20:0.07105480583861196 21:0.14164042739895732 22:0.028947368421052635 23:0.5677290836653386 24:0.950925926 25:0.46492537313432836 26:0.943820225 27:0.0 28:0.10638297872340426 29:0.0 30:0.0 31:0.043478260869565216 32:0.06382978723404255 33:0.0 34:0.015625 35:0.0 36:0.0 37:1.0 38:0.0 39:0.0 40:0.0 41:1.0
