0 GodClass_92 1:0.015060240963855422 2:0.33333333333333337 3:0.03896103896103896 4:0.6 5:0.006081668114682884 6:0.04070556309362279 7:0.07500000000000001 8:0.0 9:0.0064516129032258064 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.04684684684684685 15:0.2 16:1.0 17:0.0 18:0.0 19:0.007692307692307693 20:1.0 21:0.03723404255319149 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_92 1:0.015060240963855422 2:0.0 3:0.025974025974025976 4:0.708333333 5:0.010136113524471474 6:0.0 7:0.0 8:0.0 9:0.025806451612903226 10:0.0 11:0.04706853839801817 12:0.0004645640840344814 13:0.0 14:0.012612612612612612 15:0.714285714 16:0.5 17:0.0 18:0.0 19:0.03076923076923077 20:1.0 21:0.03723404255319149 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_92 1:0.0030120481927710845 2:0.16666666666666666 3:0.03896103896103896 4:0.5 5:0.009122502172024326 6:0.033921302578018994 7:0.025 8:0.0 9:0.01935483870967742 10:0.0 11:0.04706853839801817 12:0.0004645640840344814 13:0.0 14:0.04144144144144144 15:0.952380952 16:0.833333333 17:0.0 18:0.0 19:0.007692307692307693 20:0.0 21:0.03723404255319149 22:0.0 23:0.0 24:0.02127659574468085 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_92 1:0.0 2:0.16666666666666666 3:0.0 4:0.0 5:0.00043440486533449167 6:0.013568521031207597 7:0.025 8:0.0 9:0.0 10:0.0 11:0.04706853839801817 12:0.0004645640840344814 13:0.0 14:0.025225225225225224 15:1.0 16:1.0 17:1.0 18:0.0 19:0.0 20:1.0 21:0.010638297872340425 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:1.0 29:0.0 30:0.0 31:0.0
1 GodClass_92 1:0.0 2:0.0 3:0.0 4:0.8 5:0.015204170286707211 6:0.0 7:0.025 8:0.0449438202247191 9:0.025806451612903226 10:0.10526315789473684 11:0.02917698871456097 12:0.017550198730191504 13:0.0026315789473684214 14:0.00990990990990991 15:0.418181818 16:0.636363636 17:0.0 18:0.0 19:0.03076923076923077 20:1.0 21:0.06382978723404255 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:1.0 29:0.0 30:0.0 31:0.0
0 GodClass_92 1:0.0 2:0.33333333333333337 3:0.0 4:0.0 5:0.0008688097306689834 6:0.020352781546811395 7:0.0 8:0.0 9:0.0 10:0.02631578947368421 11:0.011285439031103772 12:0.024157332369793016 13:0.005263157894736842 14:0.0018018018018018018 15:1.0 16:1.0 17:0.0 18:0.0 19:0.0 20:0.0 21:0.010638297872340425 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_92 1:0.015060240963855422 2:0.16666666666666666 3:0.025974025974025976 4:0.636363636 5:0.013611352447147408 6:0.031207598371777473 7:0.1 8:0.056179775280898875 9:0.0064516129032258064 10:0.02631578947368421 11:0.020093586567575008 12:0.024157332369793016 13:0.005263157894736842 14:0.03513513513513514 15:1.0 16:0.545454545 17:0.0 18:0.0 19:0.007692307692307693 20:0.0 21:0.06382978723404255 22:0.01282051282051282 23:0.0 24:0.010638297872340425 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
1 GodClass_92 1:0.009036144578313254 2:0.9999999999999999 3:0.09090909090909091 4:0.89375 5:0.08239212279177527 6:0.0 7:0.0 8:0.0 9:0.06451612903225806 10:0.02631578947368421 11:0.04541701073492981 12:0.02364115005419914 13:0.013157894736842105 14:0.03513513513513514 15:0.363636364 16:0.0 17:0.0 18:0.0 19:0.07692307692307693 20:0.0 21:0.09042553191489361 22:0.05128205128205128 23:0.13157894736842105 24:0.0 25:1.0 26:0.0 27:0.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_92 1:0.0 2:0.0 3:0.0 4:0.9 5:0.011728931364031277 6:0.0 7:0.0 8:0.0898876404494382 9:0.025806451612903226 10:0.05263157894736842 11:0.04238921001926782 12:0.02364115005419914 13:0.013157894736842105 14:0.00990990990990991 15:0.142857143 16:0.272727273 17:0.0 18:0.0 19:0.03076923076923077 20:0.0 21:0.05851063829787234 22:0.0 23:0.05263157894736842 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_92 1:0.0 2:0.33333333333333337 3:0.025974025974025976 4:0.75 5:0.013466550825369244 6:0.024423337856173677 7:0.05 8:0.02247191011235955 9:0.025806451612903226 10:0.07894736842105263 11:0.015414258188824663 12:0.04227533164713777 13:0.042105263157894736 14:0.024324324324324326 15:0.6 16:0.6 17:0.0 18:0.0 19:0.03076923076923077 20:0.0 21:0.026595744680851064 22:0.0 23:0.05263157894736842 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
