2 FeatureEnvy_89 1:0.0 2:0.12048192771084337 3:0.14285714285714285 4:0.20000000000000004 5:0.02824360105913504 6:0.0 7:0.294117647 8:0.16666666666666666 9:0.16666666666666666 10:0.833333333 11:0.0 12:0.0 13:0.36231884057971014 14:0.723214286 15:0.0 16:0.0 17:0.04040404040404041 18:0.2 19:0.0625 20:0.02698980996970532 21:0.0 22:0.005263157894736842 23:0.17131474103585656 24:1.0 25:1.0 26:0.0425531914893617 27:0.0 28:0.07407407407407407 29:0.16216216216216217 30:0.010638297872340425 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.13793103448275862 2:0.012048192771084338 3:0.0 4:0.1 5:0.02294792586054722 6:0.0 7:0.0 8:0.03333333333333333 9:0.05555555555555555 10:0.5 11:0.0 12:0.6666666666666666 13:0.028985507246376812 14:0.0 15:0.12743362831858407 16:0.0 17:0.0 18:0.0 19:0.0 20:0.00716056182869733 21:0.013265885510762403 22:0.005263157894736842 23:0.0099601593625498 24:1.0 25:1.0 26:0.0 27:0.0 28:0.005291005291005291 29:0.02702702702702703 30:0.0 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
1 FeatureEnvy_89 1:0.034482758620689655 2:0.060240963855421686 3:0.0 4:0.20000000000000004 5:0.01853486319505737 6:0.0 7:0.0 8:0.03333333333333333 9:0.0 10:0.5 11:0.0 12:0.0 13:0.043478260869565216 14:1.0 15:0.0 16:0.02 17:0.030303030303030304 18:0.2 19:0.3125 20:0.12365739465711927 21:0.017550198730191504 22:0.0026315789473684214 23:0.03386454183266932 24:0.0 25:0.888888889 26:0.031914893617021274 27:0.0 28:0.0026455026455026454 29:0.0 30:0.031914893617021274 31:0.0 32:0.0 33:1.0 34:0.0 35:0.0 36:0.0 37:1.0 38:0.0
0 FeatureEnvy_89 1:0.034482758620689655 2:0.0 3:0.11428571428571428 4:0.1 5:0.00970873786407767 6:0.0 7:1.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.16666666666666666 13:0.057971014492753624 14:0.6 15:0.024778761061946902 16:0.0 17:0.05050505050505051 18:0.0 19:0.0 20:0.008812999173781328 21:0.019821400918804525 22:0.028947368421052635 23:0.06573705179282868 24:0.5 25:1.0 26:0.0425531914893617 27:0.0 28:0.007936507936507936 29:0.0 30:0.05319148936170213 31:0.031746031746031744 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.034482758620689655 2:0.012048192771084338 3:0.08571428571428572 4:0.1 5:0.015004413062665492 6:0.0 7:0.75 8:0.03333333333333333 9:0.0 10:1.0 11:0.0 12:0.0 13:0.057971014492753624 14:0.825 15:0.0 16:0.0 17:0.05050505050505051 18:0.0 19:0.0 20:0.006609749380335996 21:0.02291849481236773 22:0.0026315789473684214 23:0.02390438247011952 24:1.0 25:1.0 26:0.031914893617021274 27:0.0 28:0.021164021164021163 29:0.05405405405405406 30:0.05319148936170213 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.034482758620689655 2:0.012048192771084338 3:0.05714285714285714 4:0.0 5:0.0035304501323918805 6:0.0 7:0.666666667 8:0.03333333333333333 9:0.0 10:1.0 11:0.0 12:0.8333333333333334 13:0.028985507246376812 14:0.0 15:0.07964601769911504 16:0.0 17:0.0 18:0.0 19:0.0 20:0.04323877719636464 21:0.02761575388427193 22:0.0026315789473684214 23:0.03386454183266932 24:0.0 25:1.0 26:0.0 27:0.0 28:0.010582010582010581 29:0.0 30:0.0 31:0.047619047619047616 32:0.0 33:1.0 34:0.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.0 2:0.0 3:0.02857142857142857 4:0.0 5:0.0017652250661959403 6:0.0 7:1.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.8333333333333334 13:0.028985507246376812 14:0.0 15:0.07964601769911504 16:0.0 17:0.0 18:0.0 19:0.0 20:0.04323877719636464 21:0.02761575388427193 22:0.0026315789473684214 23:0.03386454183266932 24:0.0 25:1.0 26:0.0 27:0.0 28:0.010582010582010581 29:0.0 30:0.0 31:0.047619047619047616 32:0.0 33:1.0 34:0.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.034482758620689655 2:0.0 3:0.0 4:0.0 5:0.0044130626654898504 6:0.0 7:0.0 8:0.03333333333333333 9:0.05555555555555555 10:1.0 11:0.0 12:0.16666666666666666 13:0.014492753623188406 14:0.0 15:0.010619469026548672 16:0.0 17:0.0 18:0.0 19:0.0 20:0.004957312035251997 21:0.040571930005678006 22:0.06842105263157894 23:0.019920318725099605 24:0.0 25:1.0 26:0.0 27:1.0 28:0.005291005291005291 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.0 2:0.0 3:0.02857142857142857 4:0.1 5:0.0035304501323918805 6:0.0 7:1.0 8:0.0 9:0.05555555555555555 10:0.0 11:0.0 12:0.16666666666666666 13:0.043478260869565216 14:0.683333333 15:0.005309734513274336 16:0.0 17:0.05050505050505051 18:0.0 19:0.0 20:0.009914624070503994 21:0.05332163320084654 22:0.03684210526315789 23:0.035856573705179286 24:0.755555556 25:1.0 26:0.0425531914893617 27:0.0 28:0.031746031746031744 29:0.05405405405405406 30:0.05319148936170213 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.10344827586206896 2:0.0 3:0.0 4:0.0 5:0.00529567519858782 6:0.0 7:0.0 8:0.1 9:0.05555555555555555 10:1.0 11:1.0 12:0.0 13:0.2028985507246377 14:0.866666667 15:0.0 16:0.0 17:0.010101010101010102 18:0.0 19:0.0625 20:0.00633434315615533 21:0.052960305579930825 22:0.021052631578947368 23:0.08167330677290836 24:0.622222222 25:1.0 26:0.0 27:0.0 28:0.03968253968253968 29:0.40540540540540543 30:0.010638297872340425 31:0.0 32:0.0 33:1.0 34:0.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.06896551724137931 2:0.0 3:0.0 4:0.20000000000000004 5:0.015887025595763462 6:0.0 7:0.0 8:0.03333333333333333 9:0.0 10:1.0 11:0.0 12:0.5 13:0.014492753623188406 14:1.0 15:0.07964601769911504 16:0.0 17:0.010101010101010102 18:0.0 19:0.0 20:0.0013770311209033326 21:0.05456047075827182 22:0.03421052631578947 23:0.01195219123505976 24:0.0 25:1.0 26:0.0 27:0.0 28:0.013227513227513227 29:0.0 30:0.010638297872340425 31:0.015873015873015872 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.13793103448275862 2:0.0 3:0.42857142857142855 4:1.0 5:0.3574580759046779 6:0.0 7:1.0 8:0.0 9:0.0 10:0.0 11:1.0 12:0.0 13:0.0 14:0.987878788 15:0.0 16:0.0 17:0.15151515151515152 18:0.0 19:0.0 20:0.01817681079592399 21:0.05982553037732927 22:0.026315789473684213 23:0.021912350597609563 24:0.681818182 25:1.0 26:0.0 27:0.0 28:0.0026455026455026454 29:0.05405405405405406 30:0.0 31:0.0 32:0.0 33:1.0 34:0.0 35:0.0 36:0.0 37:0.0 38:1.0
3 FeatureEnvy_89 1:0.034482758620689655 2:0.42168674698795183 3:0.19999999999999998 4:0.6000000000000001 5:0.12533097969991175 6:0.0 7:0.166666667 8:0.16666666666666666 9:0.2222222222222222 10:0.192307692 11:0.0 12:0.0 13:0.2608695652173913 14:1.0 15:0.0 16:0.0 17:0.15151515151515152 18:0.0 19:0.0 20:0.007711374277058662 21:0.06219996902906107 22:0.03421052631578947 23:0.21115537848605578 24:1.0 25:1.0 26:0.010638297872340425 27:0.0 28:0.03968253968253968 29:0.02702702702702703 30:0.14893617021276595 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
2 FeatureEnvy_89 1:0.034482758620689655 2:0.14457831325301207 3:0.02857142857142857 4:0.9 5:0.08914386584289496 6:0.0 7:0.076923077 8:0.13333333333333333 9:0.0 10:0.222222222 11:0.0 12:0.0 13:0.2608695652173913 14:1.0 15:0.0 16:0.0 17:0.15151515151515152 18:0.0 19:0.0 20:0.007711374277058662 21:0.06219996902906107 22:0.03421052631578947 23:0.21115537848605578 24:1.0 25:1.0 26:0.010638297872340425 27:0.0 28:0.03968253968253968 29:0.02702702702702703 30:0.14893617021276595 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
0 FeatureEnvy_89 1:0.0 2:0.012048192771084338 3:0.0 4:0.0 5:0.00264783759929391 6:0.0 7:0.0 8:0.03333333333333333 9:0.0 10:1.0 11:0.0 12:0.0 13:0.043478260869565216 14:1.0 15:0.0 16:0.04 17:0.030303030303030304 18:0.0 19:0.0625 20:0.008812999173781328 21:0.06349042481804573 22:0.04473684210526315 23:0.021912350597609563 24:0.0 25:0.75 26:0.031914893617021274 27:0.0 28:0.021164021164021163 29:0.0 30:0.031914893617021274 31:0.0 32:0.0 33:0.0 34:1.0 35:0.0 36:0.0 37:0.0 38:1.0
1 FeatureEnvy_89 1:0.10344827586206896 2:0.07228915662650603 3:0.0 4:0.1 5:0.015004413062665492 6:0.0 7:0.0 8:0.06666666666666667 9:0.0 10:1.0 11:0.0 12:0.16666666666666666 13:0.14492753623188406 14:1.0 15:0.0 16:0.04 17:0.11111111111111112 18:0.6000000000000001 19:0.125 20:0.1184246763976866 21:0.06349042481804573 22:0.04473684210526315 23:0.10358565737051793 24:0.0 25:0.0 26:0.09574468085106383 27:0.0 28:0.07936507936507936 29:0.0 30:0.10638297872340426 31:0.0 32:1.0 33:0.0 34:0.0 35:0.0 36:0.0 37:0.0 38:1.0
