0 GodClass_69 1:0.0 2:0.33333333333333337 3:0.0 4:0.0 5:0.0002896032435563278 6:0.04341926729986431 7:0.0 8:0.0 9:0.012903225806451613 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.044144144144144144 15:1.0 16:0.333333333 17:0.0 18:0.0 19:0.015384615384615385 20:0.0 21:0.005319148936170213 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_69 1:0.0 2:0.0 3:0.0 4:0.333333333 5:0.0034752389226759338 6:0.0 7:0.05 8:0.0 9:0.0064516129032258064 10:0.0 11:0.01981833195706028 12:0.0004645640840344814 13:0.0 14:0.0036036036036036037 15:1.0 16:1.0 17:0.0 18:0.0 19:0.007692307692307693 20:0.0 21:0.02127659574468085 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
0 GodClass_69 1:0.0 2:0.16666666666666666 3:0.05194805194805195 4:0.6 5:0.02374746597161888 6:0.018995929443690635 7:0.025 8:0.0 9:0.03225806451612903 10:0.0 11:0.009358656757500689 12:0.019821400918804525 13:0.028947368421052635 14:0.03063063063063063 15:0.5 16:1.0 17:0.0 18:0.007246376811594203 19:0.03076923076923077 20:0.0 21:0.02127659574468085 22:0.0 23:0.06578947368421052 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_69 1:0.03313253012048193 2:0.0 3:0.15584415584415584 4:0.866666667 5:0.04619171734723429 6:0.0 7:0.0 8:0.011235955056179775 9:0.03225806451612903 10:0.10526315789473684 11:0.030828516377649325 12:0.020440819697517165 13:0.03157894736842105 14:0.03423423423423423 15:0.2 16:0.75 17:0.0 18:0.0 19:0.038461538461538464 20:0.0 21:0.02127659574468085 22:0.01282051282051282 23:0.06578947368421052 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_69 1:0.01807228915662651 2:0.0 3:0.025974025974025976 4:0.928326746 5:0.43397046046915727 6:0.0 7:0.0 8:0.0 9:0.3548387096774194 10:0.02631578947368421 11:0.10982658959537572 12:0.029061064367934753 13:0.013157894736842105 14:0.06846846846846846 15:0.495021337 16:0.888888889 17:0.0 18:0.0 19:0.2076923076923077 20:0.0 21:0.14361702127659573 22:0.3974358974358974 23:0.47368421052631576 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_69 1:0.0030120481927710845 2:0.0 3:0.025974025974025976 4:0.890909091 5:0.013756154068925571 6:0.0 7:0.0 8:0.11235955056179775 9:0.03225806451612903 10:0.0 11:0.027250206440957887 12:0.0437206421308006 13:0.03684210526315789 14:0.012612612612612612 15:0.163636364 16:0.166666667 17:0.0 18:0.0 19:0.038461538461538464 20:0.0 21:0.05851063829787234 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
3 GodClass_69 1:0.0 2:0.0 3:0.0 4:0.9375 5:0.013756154068925571 6:0.0 7:0.0 8:0.1797752808988764 9:0.05161290322580645 10:0.02631578947368421 11:0.01348747591522158 12:0.04924379290765499 13:0.01842105263157895 14:0.015315315315315315 15:0.066666667 16:0.0 17:0.0 18:0.0 19:0.06153846153846154 20:0.0 21:0.09042553191489361 22:0.0 23:0.10526315789473684 24:0.0 25:0.0 26:0.0 27:1.0 28:1.0 29:0.0 30:0.0 31:0.0
0 GodClass_69 1:0.0 2:0.0 3:0.0 4:0.0 5:0.0008688097306689834 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.010459675199559593 12:0.05332163320084654 13:0.03684210526315789 14:0.0009009009009009009 15:1.0 16:1.0 17:0.0 18:0.0 19:0.0 20:1.0 21:0.010638297872340425 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
2 GodClass_69 1:0.0 2:0.0 3:0.0 4:0.8 5:0.0034752389226759338 6:0.0 7:0.0 8:0.06741573033707865 9:0.01935483870967742 10:0.02631578947368421 11:0.009633911368015415 12:0.05332163320084654 13:0.03684210526315789 14:0.005405405405405406 15:0.2 16:0.0 17:0.0 18:0.0 19:0.023076923076923078 20:0.0 21:0.031914893617021274 22:0.0 23:0.039473684210526314 24:0.0 25:0.0 26:0.0 27:1.0 28:0.0 29:0.0 30:0.0 31:1.0
3 GodClass_69 1:0.0030120481927710845 2:0.16666666666666666 3:0.012987012987012988 4:0.833333333 5:0.0044888502751230805 6:0.023066485753052916 7:0.0 8:0.06741573033707865 9:0.01935483870967742 10:0.0 11:0.06798788879713735 12:0.052960305579930825 13:0.021052631578947368 14:0.02252252252252252 15:0.2 16:0.0 17:0.0 18:0.0 19:0.023076923076923078 20:0.0 21:0.03723404255319149 22:0.0 23:0.039473684210526314 24:0.0 25:0.0 26:1.0 27:0.0 28:1.0 29:0.0 30:0.0 31:0.0
